country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","26-11-2025 13:00:00",19.02579,73.10297,OZONE,1,82,19
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","26-11-2025 13:00:00",19.0630,73.1209,PM2.5,79,257,141
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","26-11-2025 13:00:00",19.0630,73.1209,NH3,4,8,6
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","26-11-2025 13:00:00",19.265594,76.761463,NO2,33,94,48
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","26-11-2025 13:00:00",19.265594,76.761463,NH3,3,5,4
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","26-11-2025 13:00:00",18.59051,73.77946,PM10,88,167,130
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","26-11-2025 13:00:00",20.0073285,73.7762427,OZONE,10,41,29
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","26-11-2025 13:00:00",20.021503,73.813844,PM10,74,131,101
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","26-11-2025 13:00:00",20.021503,73.813844,CO,35,73,49
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","26-11-2025 13:00:00",19.950220,73.731480,PM2.5,65,105,86
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","26-11-2025 13:00:00",19.9591346,73.7788008,PM2.5,51,105,75
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","26-11-2025 13:00:00",21.14472,79.107595,NO2,26,107,55
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","26-11-2025 13:00:00",21.152875,79.0517531,PM10,121,180,149
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","26-11-2025 13:00:00",21.152875,79.0517531,SO2,2,35,18
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","26-11-2025 13:00:00",21.143383,79.048912,PM2.5,140,303,228
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","26-11-2025 13:00:00",21.143383,79.048912,OZONE,4,88,29
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","26-11-2025 13:00:00",19.000084,72.856730,PM2.5,NA,NA,NA
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","26-11-2025 13:00:00",19.000084,72.856730,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","26-11-2025 13:00:00",19.000084,72.856730,NH3,NA,NA,NA
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","26-11-2025 13:00:00",19.060498,72.923356,PM2.5,NA,NA,NA
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","26-11-2025 13:00:00",19.060498,72.923356,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","26-11-2025 13:00:00",19.000083,72.813993,PM2.5,NA,NA,NA
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","26-11-2025 13:00:00",19.10861,72.83622,PM2.5,94,236,164
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","26-11-2025 13:00:00",19.10861,72.83622,CO,22,26,25
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","26-11-2025 13:00:00",21.121801,79.04952,NO2,7,94,38
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","26-11-2025 13:00:00",19.173852,77.296291,CO,18,27,22
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","26-11-2025 13:00:00","30.736056 ",76.209694,SO2,10,25,16
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","26-11-2025 13:00:00",30.9028,75.8086,SO2,12,27,19
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","26-11-2025 13:00:00",30.9028,75.8086,CO,38,90,66
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","26-11-2025 13:00:00",30.649961,76.331442,PM10,124,348,192
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","26-11-2025 13:00:00",30.649961,76.331442,NH3,6,6,6
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","26-11-2025 13:00:00",30.649961,76.331442,OZONE,33,42,36
India,Punjab,Patiala,"Model Town, Patiala - PPCB","26-11-2025 13:00:00",30.349388,76.366642,PM2.5,67,153,87
India,Punjab,Patiala,"Model Town, Patiala - PPCB","26-11-2025 13:00:00",30.349388,76.366642,SO2,8,103,26
India,Punjab,Patiala,"Model Town, Patiala - PPCB","26-11-2025 13:00:00",30.349388,76.366642,OZONE,10,42,15
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","26-11-2025 13:00:00",31.0325454,76.5623046,CO,59,73,61
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","26-11-2025 13:00:00",21.8004996,83.8396977,CO,11,32,24
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","26-11-2025 13:00:00",20.94185,86.11510,NH3,2,4,3
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","26-11-2025 13:00:00","20.48891     ","85.84768     ",PM10,157,403,215
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","26-11-2025 13:00:00",21.643900,85.599355,PM2.5,76,121,89
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","26-11-2025 13:00:00",21.643900,85.599355,NO2,27,52,40
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","26-11-2025 13:00:00",21.643900,85.599355,SO2,12,38,18
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","26-11-2025 13:00:00",21.847279,85.416905,NH3,6,7,7
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","26-11-2025 13:00:00",21.847279,85.416905,SO2,6,20,9
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","26-11-2025 13:00:00",21.847279,85.416905,CO,16,34,20
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","26-11-2025 13:00:00",21.847279,85.416905,OZONE,11,39,21
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","26-11-2025 13:00:00",22.265816,86.174829,PM2.5,15,116,75
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","26-11-2025 13:00:00",22.265816,86.174829,SO2,NA,NA,NA
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","26-11-2025 13:00:00",22.18972222,84.86277778,PM2.5,89,150,99
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","26-11-2025 13:00:00",22.220833,84.809444,NO2,12,25,18
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","26-11-2025 13:00:00",22.24500000,84.88111111,CO,34,73,35
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","26-11-2025 13:00:00",20.9360711,85.1707021,SO2,34,78,50
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","26-11-2025 13:00:00",20.9360711,85.1707021,CO,44,106,89
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","26-11-2025 13:00:00",20.9360711,85.1707021,OZONE,10,21,15
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","26-11-2025 13:00:00",21.869985,85.167016,OZONE,9,53,33
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","26-11-2025 13:00:00",11.9309,79.8027,SO2,5,12,8
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","26-11-2025 13:00:00",31.620000,74.876512,PM10,119,161,142
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","26-11-2025 13:00:00","30.736056 ",76.209694,PM2.5,77,197,141
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","26-11-2025 13:00:00","30.736056 ",76.209694,PM10,100,162,136
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","26-11-2025 13:00:00","30.736056 ",76.209694,NO2,26,30,28
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","26-11-2025 13:00:00","30.736056 ",76.209694,NH3,7,7,7
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","26-11-2025 13:00:00",20.832874,85.104082,NH3,6,12,10
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","26-11-2025 13:00:00",20.832874,85.104082,SO2,12,110,53
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","26-11-2025 13:00:00",21.51161,86.89088,PM2.5,173,373,294
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","26-11-2025 13:00:00",21.51161,86.89088,PM10,119,390,172
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","26-11-2025 13:00:00",21.51161,86.89088,OZONE,8,80,42
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","26-11-2025 13:00:00",22.1166054,85.3945546,SO2,8,25,13
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","26-11-2025 13:00:00",21.941841,86.728318,PM2.5,152,301,214
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","26-11-2025 13:00:00",21.941841,86.728318,NO2,3,59,26
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","26-11-2025 13:00:00",18.530085,73.849598,PM10,90,207,138
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","26-11-2025 13:00:00",18.530085,73.849598,NO2,46,151,94
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","26-11-2025 13:00:00",18.530085,73.849598,OZONE,1,46,15
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","26-11-2025 13:00:00",18.547056,73.826908,SO2,1,3,2
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","26-11-2025 13:00:00",18.547056,73.826908,CO,12,113,62
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","26-11-2025 13:00:00",18.547056,73.826908,OZONE,4,84,44
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","26-11-2025 13:00:00",20.240790,85.836784,PM2.5,217,372,328
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","26-11-2025 13:00:00",20.240790,85.836784,NH3,4,7,5
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","26-11-2025 13:00:00",20.34652,85.81630,PM2.5,193,376,311
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","26-11-2025 13:00:00",20.34652,85.81630,OZONE,4,182,71
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","26-11-2025 13:00:00",21.8004996,83.8396977,PM10,54,191,100
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","26-11-2025 13:00:00",19.4458210,72.7988231,PM2.5,122,231,191
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","26-11-2025 13:00:00",19.4458210,72.7988231,NO2,16,62,33
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","26-11-2025 13:00:00",19.4458210,72.7988231,CO,24,129,80
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","26-11-2025 13:00:00",19.4458210,72.7988231,OZONE,4,115,28
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","26-11-2025 13:00:00"," 16.5038",74.3623,PM10,NA,NA,NA
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","26-11-2025 13:00:00"," 16.5038",74.3623,OZONE,25,47,38
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","26-11-2025 13:00:00",26.9164092,75.7994901,NH3,4,15,9
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","26-11-2025 13:00:00",26.9164092,75.7994901,SO2,7,8,7
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","26-11-2025 13:00:00",26.9164092,75.7994901,CO,40,74,59
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","26-11-2025 13:00:00",26.786682,75.827928,CO,17,111,37
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","26-11-2025 13:00:00",26.960669,75.771817,PM2.5,52,300,132
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","26-11-2025 13:00:00",26.960669,75.771817,PM10,74,262,136
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","26-11-2025 13:00:00",26.9502929,75.730943,PM2.5,108,255,175
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","26-11-2025 13:00:00",26.9502929,75.730943,PM10,109,156,128
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","26-11-2025 13:00:00",26.9502929,75.730943,NH3,7,24,13
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","26-11-2025 13:00:00",26.9502929,75.730943,CO,72,157,110
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","26-11-2025 13:00:00",26.9502929,75.730943,OZONE,17,66,41
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","26-11-2025 13:00:00",25.164090,75.858137,PM10,103,158,123
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","26-11-2025 13:00:00",25.164090,75.858137,NH3,2,4,3
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","26-11-2025 13:00:00",25.164090,75.858137,CO,34,66,41
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","26-11-2025 13:00:00",25.196024,75.855668,PM10,78,117,101
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","26-11-2025 13:00:00",25.14389,75.821256,NO2,15,18,16
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","26-11-2025 13:00:00",25.14389,75.821256,SO2,8,29,14
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","26-11-2025 13:00:00",25.14389,75.821256,CO,18,92,64
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","26-11-2025 13:00:00",27.213494,73.734444,CO,20,67,33
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","26-11-2025 13:00:00",25.771061," 73.340227",PM2.5,55,241,145
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","26-11-2025 13:00:00",27.215415,77.50873,SO2,2,16,8
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","26-11-2025 13:00:00",27.215415,77.50873,OZONE,2,146,82
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","26-11-2025 13:00:00",25.339605,74.618883,PM10,NA,NA,NA
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","26-11-2025 13:00:00",25.339605,74.618883,NH3,6,14,10
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","26-11-2025 13:00:00",25.339605,74.618883,SO2,10,35,14
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","26-11-2025 13:00:00",28.194909,76.862296,PM2.5,253,390,325
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","26-11-2025 13:00:00",28.207266,76.829265,PM2.5,82,396,241
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","26-11-2025 13:00:00",28.207266,76.829265,NO2,25,124,72
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","26-11-2025 13:00:00",26.699557,77.898881,NH3,9,17,11
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","26-11-2025 13:00:00",23.837789,73.714926,SO2,1,11,5
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","26-11-2025 13:00:00",29.610750,74.283608,NO2,15,62,35
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","26-11-2025 13:00:00",29.610750,74.283608,CO,52,113,70
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","26-11-2025 13:00:00",29.610750,74.283608,OZONE,8,115,57
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","26-11-2025 13:00:00",26.902909,75.836858,PM10,97,153,122
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","26-11-2025 13:00:00",26.902909,75.836858,NH3,10,27,18
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","26-11-2025 13:00:00",26.902909,75.836858,OZONE,17,72,50
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","26-11-2025 13:00:00",26.470859,74.646594,CO,13,48,19
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","26-11-2025 13:00:00",27.554793,76.611536,NH3,13,21,15
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","26-11-2025 13:00:00",23.555190,74.440010,NO2,23,84,36
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","26-11-2025 13:00:00",25.747299,71.393989,NO2,12,86,24
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","26-11-2025 13:00:00",25.747299,71.393989,NH3,3,6,4
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","26-11-2025 13:00:00",27.215415,77.50873,PM2.5,48,288,113
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","26-11-2025 13:00:00",24.041198,74.780702,PM10,76,118,96
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","26-11-2025 13:00:00",24.041198,74.780702,NO2,16,30,23
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","26-11-2025 13:00:00",24.041198,74.780702,NH3,4,7,5
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","26-11-2025 13:00:00",25.036360,73.883502,NO2,12,40,20
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","26-11-2025 13:00:00",25.036360,73.883502,CO,19,44,26
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","26-11-2025 13:00:00",26.031443,76.359327,PM2.5,12,313,85
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","26-11-2025 13:00:00",26.031443,76.359327,SO2,1,8,3
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","26-11-2025 13:00:00",24.892047,74.623527,SO2,12,137,50
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","26-11-2025 13:00:00",24.892047,74.623527,CO,18,40,26
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","26-11-2025 13:00:00",28.296139,74.961696,PM2.5,54,383,210
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","26-11-2025 13:00:00",28.296139,74.961696,NO2,9,110,55
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","26-11-2025 13:00:00",28.296139,74.961696,NH3,5,8,6
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","26-11-2025 13:00:00",28.296139,74.961696,CO,2,107,33
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","26-11-2025 13:00:00",26.895552,76.334753,NH3,7,14,9
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","26-11-2025 13:00:00",26.295810,73.082283,SO2,4,9,6
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","26-11-2025 13:00:00",26.358805,73.047444,SO2,4,11,8
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","26-11-2025 13:00:00",26.253384,72.976571,PM2.5,83,247,125
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","26-11-2025 13:00:00",26.253384,72.976571,SO2,1,18,7
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","26-11-2025 13:00:00",25.344694,72.626208,OZONE,20,155,54
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","26-11-2025 13:00:00",24.588397,76.172782,SO2,2,27,11
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","26-11-2025 13:00:00",28.108988,75.386577,PM2.5,43,327,151
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB","26-11-2025 13:00:00",10.681158,78.741746,PM2.5,12,37,26
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","26-11-2025 13:00:00",11.258242,77.552761,PM2.5,49,87,70
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","26-11-2025 13:00:00",11.258242,77.552761,CO,18,24,22
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","26-11-2025 13:00:00",10.423417,78.784889,PM2.5,64,199,124
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","26-11-2025 13:00:00",10.423417,78.784889,NO2,13,17,16
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","26-11-2025 13:00:00",9.36399,78.831977,NO2,3,7,7
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","26-11-2025 13:00:00",11.679111,78.125052,CO,12,13,13
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","26-11-2025 13:00:00",11.679111,78.125052,OZONE,5,6,5
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","26-11-2025 13:00:00",13.0052189,80.2398125,NO2,12,16,13
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","26-11-2025 13:00:00",10.942451,76.978996,SO2,20,23,21
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB","26-11-2025 13:00:00",11.6829898,79.7532099,PM2.5,32,78,56
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB","26-11-2025 13:00:00",11.6829898,79.7532099,NH3,5,5,5
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB","26-11-2025 13:00:00",11.7637683,79.7499835,NO2,2,13,7
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","26-11-2025 13:00:00",9.559382,77.948828,NH3,NA,NA,NA
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","26-11-2025 13:00:00",17.540891,78.358528,PM2.5,74,190,134
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","26-11-2025 13:00:00",17.540891,78.358528,PM10,101,155,131
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","26-11-2025 13:00:00",17.518400,78.278777,PM2.5,80,190,146
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","26-11-2025 13:00:00",17.518400,78.278777,PM10,70,152,111
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","26-11-2025 13:00:00",17.5316895,78.218939,PM10,NA,NA,NA
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","26-11-2025 13:00:00",17.585705,78.126199,NO2,13,16,13
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","26-11-2025 13:00:00",17.393559,78.339194,SO2,14,19,16
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","26-11-2025 13:00:00",17.393559,78.339194,OZONE,17,29,20
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","26-11-2025 13:00:00",17.544899,78.486949,NO2,13,19,18
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","26-11-2025 13:00:00",17.544899,78.486949,OZONE,28,53,44
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","26-11-2025 13:00:00",13.4127,80.1081,PM10,98,275,149
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","26-11-2025 13:00:00",13.4127,80.1081,NO2,1,4,3
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","26-11-2025 13:00:00",13.4127,80.1081,NH3,3,4,3
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB","26-11-2025 13:00:00",10.798548,79.838212,PM2.5,NA,NA,NA
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB","26-11-2025 13:00:00",10.798548,79.838212,NH3,2,2,2
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","26-11-2025 13:00:00","8.816428 ",78.099039,NO2,8,13,10
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","26-11-2025 13:00:00",8.728442,77.6962,NH3,NA,NA,NA
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","26-11-2025 13:00:00",8.728442,77.6962,SO2,NA,NA,NA
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","26-11-2025 13:00:00",11.0973603,77.3228673,NO2,7,8,7
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","26-11-2025 13:00:00",24.5886166,73.6321397,PM10,92,172,127
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","26-11-2025 13:00:00",12.9099161,80.1076538,PM10,NA,NA,NA
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB","26-11-2025 13:00:00",13.0664,"80.2112 ",PM2.5,67,209,109
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","26-11-2025 13:00:00",13.1278,80.2642,NO2,5,13,10
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","26-11-2025 13:00:00",13.164544,80.26285,NO2,3,16,13
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","26-11-2025 13:00:00",13.164544,80.26285,CO,11,36,20
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","26-11-2025 13:00:00",12.9533,80.2357,NH3,3,5,4
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","26-11-2025 13:00:00",29.931624,73.864511,NH3,5,45,21
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","26-11-2025 13:00:00",26.159933,75.780517,PM2.5,110,489,263
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","26-11-2025 13:00:00",17.349694,78.451437,SO2,3,4,4
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","26-11-2025 13:00:00",23.8175497,91.2726974,PM10,31,57,42
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","26-11-2025 13:00:00",23.8175497,91.2726974,SO2,27,29,28
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","26-11-2025 13:00:00",27.23711,78.01936,PM2.5,59,162,113
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","26-11-2025 13:00:00",27.23711,78.01936,PM10,76,146,120
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","26-11-2025 13:00:00",27.23711,78.01936,NH3,2,3,2
