country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","26-11-2025 13:00:00",26.80365,84.51954,NH3,1,1,1
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","26-11-2025 13:00:00",26.80365,84.51954,CO,64,118,102
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","26-11-2025 13:00:00",25.251013,86.989001,PM2.5,47,72,54
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","26-11-2025 13:00:00",25.251013,86.989001,OZONE,11,24,16
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","26-11-2025 13:00:00",26.10887,91.589544,CO,16,54,34
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","26-11-2025 13:00:00",26.181742,91.78063,PM10,29,190,98
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","26-11-2025 13:00:00",26.181742,91.78063,NO2,3,3,3
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","26-11-2025 13:00:00",26.349082,92.68449,PM2.5,43,46,45
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","26-11-2025 13:00:00",26.349082,92.68449,SO2,11,14,13
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","26-11-2025 13:00:00",26.446912,91.439057,CO,2,26,22
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","26-11-2025 13:00:00",13.204880,79.097889,NO2,20,25,23
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","26-11-2025 13:00:00",13.204880,79.097889,SO2,7,34,16
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","26-11-2025 13:00:00",14.465052,78.824187,PM10,54,79,58
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","26-11-2025 13:00:00",16.9872867,81.7363176,NH3,3,6,4
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","26-11-2025 13:00:00",13.67,79.35,NH3,1,1,1
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","26-11-2025 13:00:00",25.265194,87.012947,OZONE,10,103,50
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","26-11-2025 13:00:00",25.204762,85.514960,SO2,10,10,10
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","26-11-2025 13:00:00",25.567520,83.966379,OZONE,11,114,45
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","26-11-2025 13:00:00",24.7955,84.9994,SO2,9,22,13
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","26-11-2025 13:00:00",11.654054,92.734055,NO2,NA,NA,NA
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","26-11-2025 13:00:00",16.5150833,80.5181667,PM2.5,114,301,228
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","26-11-2025 13:00:00",14.675886,77.593027,PM2.5,63,320,150
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","26-11-2025 13:00:00",16.536107,80.594233,OZONE,40,60,45
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","26-11-2025 13:00:00",16.509717,80.612222,NO2,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","26-11-2025 13:00:00",16.509717,80.612222,SO2,NA,NA,NA
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","26-11-2025 13:00:00",24.762518,84.982348,SO2,8,9,8
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","26-11-2025 13:00:00",25.697189,85.245900,PM10,62,119,89
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","26-11-2025 13:00:00",26.63086,84.90051,SO2,2,3,2
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","26-11-2025 13:00:00",30.735567,76.775714,NH3,11,18,15
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","26-11-2025 13:00:00",30.735567,76.775714,OZONE,3,130,29
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","26-11-2025 13:00:00",30.751462,76.762879,NO2,18,57,33
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","26-11-2025 13:00:00",30.751462,76.762879,SO2,6,17,9
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","26-11-2025 13:00:00",30.719859,76.738637,PM2.5,57,310,158
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","26-11-2025 13:00:00",30.719859,76.738637,NO2,20,151,66
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","26-11-2025 13:00:00",21.194815,81.314770,SO2,5,78,23
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","26-11-2025 13:00:00",21.194815,81.314770,OZONE,3,88,25
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","26-11-2025 13:00:00",21.185571,81.343175,NO2,15,22,15
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","26-11-2025 13:00:00",25.592539,85.227158,NH3,4,5,5
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","26-11-2025 13:00:00",25.592539,85.227158,CO,35,106,68
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","26-11-2025 13:00:00",25.610369,85.132568,NO2,1,12,9
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","26-11-2025 13:00:00",25.610369,85.132568,SO2,1,18,14
India,Bihar,Patna,"Muradpur, Patna - BSPCB","26-11-2025 13:00:00",25.619651,85.147382,PM10,67,149,128
India,Bihar,Patna,"Muradpur, Patna - BSPCB","26-11-2025 13:00:00",25.619651,85.147382,NH3,4,6,5
India,Bihar,Patna,"Muradpur, Patna - BSPCB","26-11-2025 13:00:00",25.619651,85.147382,OZONE,5,40,16
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","26-11-2025 13:00:00",25.599486,85.113666,PM10,56,136,96
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","26-11-2025 13:00:00",25.599486,85.113666,NH3,1,9,6
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","26-11-2025 13:00:00",25.892357,86.590325,OZONE,2,23,10
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","26-11-2025 13:00:00",25.859655,85.77944,PM2.5,30,120,61
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","26-11-2025 13:00:00",25.859655,85.77944,NO2,7,10,8
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","26-11-2025 13:00:00",24.952822,84.002396,OZONE,16,17,17
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","26-11-2025 13:00:00",26.2271665,84.3570427,PM10,47,110,72
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","26-11-2025 13:00:00",30.735567,76.775714,PM2.5,72,287,154
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","26-11-2025 13:00:00",22.348441,82.549611,PM10,72,73,72
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","26-11-2025 13:00:00",22.348441,82.549611,CO,20,71,24
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","26-11-2025 13:00:00",22.126650,83.483212,OZONE,1,63,23
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","26-11-2025 13:00:00",22.1910172,83.5197009,PM2.5,32,152,69
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","26-11-2025 13:00:00",21.219665,81.630094,NO2,23,56,30
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","26-11-2025 13:00:00",21.237755,81.705301,PM2.5,50,97,82
India,Bihar,Munger,"Town Hall, Munger - BSPCB","26-11-2025 13:00:00",25.376776,86.471523,PM2.5,80,220,122
India,Bihar,Munger,"Town Hall, Munger - BSPCB","26-11-2025 13:00:00",25.376776,86.471523,NO2,4,5,5
India,Bihar,Munger,"Town Hall, Munger - BSPCB","26-11-2025 13:00:00",25.376776,86.471523,OZONE,11,24,18
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","26-11-2025 13:00:00",26.11442,85.39813,PM10,53,107,91
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","26-11-2025 13:00:00",26.11442,85.39813,SO2,3,6,5
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","26-11-2025 13:00:00",26.1403345,85.3650192,PM10,65,78,74
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","26-11-2025 13:00:00",21.224231,81.408350,PM10,65,118,97
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","26-11-2025 13:00:00",22.08815,82.13737,CO,16,100,50
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","26-11-2025 13:00:00",22.368195,82.746431,PM10,72,86,85
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","26-11-2025 13:00:00",22.368195,82.746431,NO2,14,24,17
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","26-11-2025 13:00:00",22.368195,82.746431,NH3,2,2,2
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","26-11-2025 13:00:00",21.237755,81.705301,NH3,2,2,2
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","26-11-2025 13:00:00",22.06631475,83.33820077,PM2.5,52,82,64
India,Delhi,Delhi,"Alipur, Delhi - DPCC","26-11-2025 13:00:00",28.815329,77.153010,PM2.5,163,429,337
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","26-11-2025 13:00:00",25.599486,85.113666,SO2,6,8,7
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","26-11-2025 13:00:00",25.599486,85.113666,CO,27,105,43
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","26-11-2025 13:00:00",25.366336,87.117468,SO2,2,42,16
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","26-11-2025 13:00:00",26.1209,85.3647,NO2,7,20,12
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","26-11-2025 13:00:00",26.1209,85.3647,SO2,4,7,4
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","26-11-2025 13:00:00",26.1209,85.3647,CO,14,44,23
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","26-11-2025 13:00:00",28.656756,77.227234,PM10,144,430,301
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","26-11-2025 13:00:00",28.656756,77.227234,NO2,30,100,57
India,Delhi,Delhi,"DTU, Delhi - CPCB","26-11-2025 13:00:00",28.7500499,77.1112615,PM10,133,437,269
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","26-11-2025 13:00:00",28.498571,77.264840,NO2,84,131,109
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","26-11-2025 13:00:00",28.498571,77.264840,OZONE,8,94,22
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","26-11-2025 13:00:00",28.6573814,77.1585447,OZONE,19,318,317
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","26-11-2025 13:00:00",28.530785,77.271255,NO2,93,201,149
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","26-11-2025 13:00:00",28.530785,77.271255,SO2,12,23,15
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","26-11-2025 13:00:00",28.530785,77.271255,CO,19,111,86
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","26-11-2025 13:00:00",28.623763,77.287209,PM2.5,223,413,342
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","26-11-2025 13:00:00",28.695381,77.181665,CO,18,132,71
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","26-11-2025 13:00:00",28.695381,77.181665,OZONE,5,155,155
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","26-11-2025 13:00:00",28.4706914,77.1099364,PM10,181,389,277
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","26-11-2025 13:00:00",28.4706914,77.1099364,NO2,17,75,42
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","26-11-2025 13:00:00",28.7256504,77.2011573,NO2,23,153,72
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","26-11-2025 13:00:00",28.580280,77.233829,CO,38,125,83
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","26-11-2025 13:00:00",28.580280,77.233829,OZONE,2,184,166
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM","26-11-2025 13:00:00",28.588333,77.221667,PM2.5,203,345,293
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","26-11-2025 13:00:00",28.611281,77.237738,OZONE,7,218,209
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","26-11-2025 13:00:00",28.5627763,77.1180053,NO2,62,139,112
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","26-11-2025 13:00:00",28.5627763,77.1180053,OZONE,4,75,19
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","26-11-2025 13:00:00",28.6811736,77.3025234,PM2.5,131,324,251
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","26-11-2025 13:00:00",28.636429,77.201067,SO2,NA,NA,NA
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","26-11-2025 13:00:00",28.636429,77.201067,CO,57,117,74
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","26-11-2025 13:00:00",28.636429,77.201067,OZONE,6,103,28
India,Delhi,Delhi,"Mundka, Delhi - DPCC","26-11-2025 13:00:00",28.684678,77.076574,SO2,8,35,17
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","26-11-2025 13:00:00",28.60909,77.0325413,CO,28,56,40
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","26-11-2025 13:00:00",28.570173,76.933762,PM10,144,215,177
India,Delhi,Delhi,"ITO, Delhi - CPCB","26-11-2025 13:00:00",28.628624,77.241060,SO2,21,36,28
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","26-11-2025 13:00:00",28.732820,77.170633,OZONE,3,167,167
India,Delhi,Delhi,"Narela, Delhi - DPCC","26-11-2025 13:00:00",28.822836,77.101981,OZONE,2,144,35
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","26-11-2025 13:00:00",28.567890,77.250515,NH3,12,18,15
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","26-11-2025 13:00:00",28.672342,77.315260,CO,37,131,65
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","26-11-2025 13:00:00",28.672342,77.315260,OZONE,4,161,161
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","26-11-2025 13:00:00",28.699793,77.165453,PM2.5,240,444,365
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","26-11-2025 13:00:00",28.699793,77.165453,SO2,9,28,13
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","26-11-2025 13:00:00",23.107969,72.574648,PM2.5,85,251,142
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","26-11-2025 13:00:00",23.107969,72.574648,NO2,60,320,121
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","26-11-2025 13:00:00",23.107969,72.574648,NH3,6,8,7
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","26-11-2025 13:00:00",23.107969,72.574648,SO2,11,26,15
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","26-11-2025 13:00:00",23.107969,72.574648,OZONE,24,103,81
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","26-11-2025 13:00:00",23.023389,72.515201,NH3,9,21,13
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","26-11-2025 13:00:00",23.023389,72.515201,CO,2,87,51
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","26-11-2025 13:00:00",23.076793,72.627874,NH3,4,6,5
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","26-11-2025 13:00:00",23.076793,72.627874,SO2,10,16,12
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","26-11-2025 13:00:00",21.613267,73.010555,CO,44,109,72
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","26-11-2025 13:00:00",23.243639,72.68994,PM2.5,121,211,161
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","26-11-2025 13:00:00",23.243639,72.68994,PM10,108,149,126
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","26-11-2025 13:00:00",23.002657,72.591912,SO2,NA,NA,NA
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","26-11-2025 13:00:00",23.020509,72.579261,NO2,19,115,47
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","26-11-2025 13:00:00",23.020509,72.579261,NH3,4,11,5
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","26-11-2025 13:00:00",23.020509,72.579261,SO2,19,26,21
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","26-11-2025 13:00:00",23.016834,72.625775,PM10,NA,NA,NA
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","26-11-2025 13:00:00",23.016834,72.625775,NO2,9,46,20
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","26-11-2025 13:00:00",23.016834,72.625775,NH3,2,6,3
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","26-11-2025 13:00:00",23.041137,72.456691,CO,2,32,10
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","26-11-2025 13:00:00",28.422681,77.148944,PM10,155,349,219
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","26-11-2025 13:00:00",28.422681,77.148944,NO2,18,81,37
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","26-11-2025 13:00:00",28.422681,77.148944,OZONE,7,81,24
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","26-11-2025 13:00:00",28.4227,77.0667,PM10,11,211,140
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","26-11-2025 13:00:00",28.4501238,77.0263051,PM2.5,179,359,281
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","26-11-2025 13:00:00",28.4501238,77.0263051,NO2,9,46,26
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","26-11-2025 13:00:00",28.674045,77.131023,OZONE,1,101,26
India,Delhi,Delhi,"Pusa, Delhi - IMD","26-11-2025 13:00:00",28.636110,77.173332,PM10,165,439,311
India,Delhi,Delhi,"Pusa, Delhi - IMD","26-11-2025 13:00:00",28.636110,77.173332,NO2,11,115,63
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","26-11-2025 13:00:00",28.563262,77.186937,NO2,29,134,88
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","26-11-2025 13:00:00",28.563262,77.186937,SO2,1,6,2
India,Delhi,Delhi,"Rohini, Delhi - DPCC","26-11-2025 13:00:00",28.732528,77.119920,NH3,13,25,18
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","26-11-2025 13:00:00",28.5504249,77.2159377,PM10,NA,NA,NA
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","26-11-2025 13:00:00",28.710508,77.249485,NO2,22,108,55
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","26-11-2025 13:00:00",28.710508,77.249485,SO2,8,26,13
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","26-11-2025 13:00:00",28.710508,77.249485,CO,58,160,117
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","26-11-2025 13:00:00",28.531346,77.190156,PM10,134,234,178
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","26-11-2025 13:00:00",28.531346,77.190156,CO,44,88,65
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","26-11-2025 13:00:00",23.221714,72.654328,CO,22,34,26
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","26-11-2025 13:00:00",22.410802,73.097923,PM10,NA,NA,NA
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","26-11-2025 13:00:00",22.410802,73.097923,SO2,NA,NA,NA
India,Gujarat,Surat,"Science Center, Surat - SMC","26-11-2025 13:00:00",21.170046,72.795405,PM2.5,31,75,50
India,Gujarat,Surat,"Science Center, Surat - SMC","26-11-2025 13:00:00",21.170046,72.795405,PM10,131,296,195
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","26-11-2025 13:00:00",30.379589,76.778328,NO2,21,24,22
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","26-11-2025 13:00:00",30.379589,76.778328,SO2,31,32,31
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","26-11-2025 13:00:00",28.6701,76.9254,SO2,7,7,7
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","26-11-2025 13:00:00",28.3419248,77.319699,NH3,3,3,3
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","26-11-2025 13:00:00",28.3419248,77.319699,CO,15,122,40
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","26-11-2025 13:00:00",28.806223,76.141105,NH3,1,9,8
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","26-11-2025 13:00:00",28.206800,76.799700,NH3,9,26,19
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","26-11-2025 13:00:00",28.39072,77.30059,PM10,163,172,167
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","26-11-2025 13:00:00",28.39072,77.30059,NO2,23,26,25
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","26-11-2025 13:00:00",14.475800,75.905200,PM10,50,116,77
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","26-11-2025 13:00:00",14.475800,75.905200,CO,37,66,38
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","26-11-2025 13:00:00",15.459706,75.008381,PM10,74,96,88
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","26-11-2025 13:00:00",15.459706,75.008381,SO2,2,4,3
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","26-11-2025 13:00:00",15.459706,75.008381,OZONE,23,27,26
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB","26-11-2025 13:00:00",15.411456,75.638133,PM2.5,NA,NA,NA
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","26-11-2025 13:00:00",15.3714823,75.1160168,PM10,53,62,57
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","26-11-2025 13:00:00",15.3714823,75.1160168,NO2,7,11,10
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","26-11-2025 13:00:00",12.938539,77.590100,SO2,10,21,13
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","26-11-2025 13:00:00",12.920984,77.584908,PM2.5,65,167,106
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","26-11-2025 13:00:00",12.920984,77.584908,PM10,81,142,102
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","26-11-2025 13:00:00",12.920984,77.584908,NO2,8,55,34
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","26-11-2025 13:00:00",12.920984,77.584908,CO,4,72,35
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","26-11-2025 13:00:00",12.7816279,77.6299145,PM2.5,40,90,66
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","26-11-2025 13:00:00",12.7816279,77.6299145,OZONE,25,26,25
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","26-11-2025 13:00:00",13.003872,77.664217,NO2,29,30,30
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","26-11-2025 13:00:00",23.80569,86.44268,SO2,18,125,74
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","26-11-2025 13:00:00",16.172806,75.659694,PM10,53,54,53
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","26-11-2025 13:00:00",15.888653,74.541751,OZONE,19,20,19
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","26-11-2025 13:00:00",12.9135218,77.5950804,PM10,71,72,72
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","26-11-2025 13:00:00",12.9135218,77.5950804,CO,46,54,50
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","26-11-2025 13:00:00",12.9352049,77.6814488,NO2,NA,NA,NA
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","26-11-2025 13:00:00",29.966942,76.875879,OZONE,8,88,35
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB","26-11-2025 13:00:00",27.9002,76.9938,PM2.5,59,182,111
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB","26-11-2025 13:00:00",27.9002,76.9938,NO2,19,23,21
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","26-11-2025 13:00:00",28.060249,76.113115,SO2,6,7,6
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","26-11-2025 13:00:00",28.1485564,77.3320667,PM10,47,86,68
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","26-11-2025 13:00:00",29.027200,77.062100,SO2,7,11,8
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","26-11-2025 13:00:00",29.027200,77.062100,OZONE,25,26,26
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","26-11-2025 13:00:00",30.1480566,77.2893471,OZONE,38,38,38
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","26-11-2025 13:00:00",30.943887,76.801991,PM2.5,65,500,182
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","26-11-2025 13:00:00",30.943887,76.801991,PM10,68,500,185
India,Haryana,Jind,"Police Lines, Jind - HSPCB","26-11-2025 13:00:00",29.307814,76.337619,NO2,38,56,47
India,Haryana,Jind,"Police Lines, Jind - HSPCB","26-11-2025 13:00:00",29.307814,76.337619,NH3,1,3,2
India,Haryana,Jind,"Police Lines, Jind - HSPCB","26-11-2025 13:00:00",29.307814,76.337619,OZONE,10,132,53
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","26-11-2025 13:00:00",29.8006,76.4155,PM10,NA,NA,NA
